PassengerId,Survived_pred,Prob_survived
892,0,0.15656861161854033
893,0,0.4132017475256389
894,0,0.12798144136096656
895,0,0.14391482955869442
896,0,0.4590715489409858
897,0,0.17694353177516978
898,1,0.8524057095872573
899,0,0.16610070426740461
900,1,0.7813947453281777
901,0,0.10086953019001929
902,0,0.14357018316755032
903,0,0.1543372728139014
904,1,0.8907574788522888
905,0,0.1574135575125264
906,1,0.9129803399130303
907,1,0.8919398059465625
908,0,0.1340121194614331
909,0,0.1685689853412049
910,0,0.417675302792405
911,1,0.5287478688535163
912,0,0.26814127404127025
913,1,0.5203109544388493
914,1,0.9043599909265233
915,0,0.2846269738310699
916,1,0.514829588615784
917,0,0.1362466540684365
918,1,0.8973440991837918
919,0,0.1634518000975035
920,0,0.15341485490764245
921,0,0.15420439497557406
922,0,0.15302169674538443
923,0,0.13627332362260627
924,0,0.33724709710269885
925,0,0.3680805641705265
926,0,0.21371851247956894
927,0,0.18007218450134815
928,1,0.5165940734597892
929,1,0.5424306749425658
930,0,0.1444502835674134
931,0,0.2588521645623402
932,0,0.10799081200004694
933,0,0.1541606481980398
934,0,0.15481443444282833
935,1,0.8631356548560908
936,1,0.9140536576782359
937,0,0.1423658165897526
938,0,0.15703071805788235
939,0,0.15096910450081805
940,1,0.815188357342158
941,0,0.5081490359466547
942,0,0.17891825415331242
943,0,0.1314175222381275
944,1,0.7428611204044656
945,1,0.8552824996786585
946,0,0.1305207388033787
947,0,0.12723367856772114
948,0,0.15109266678704153
949,0,0.14201265367378316
950,0,0.11506327171337305
951,1,0.8269773167214769
952,0,0.15781363696957884
953,0,0.14394888283199314
954,0,0.15355242576756636
955,1,0.8612466830372066
956,0,0.5092063605003542
957,1,0.8750577502453352
958,1,0.8591791726664069
959,0,0.15460464876388394
960,0,0.15226817755442743
961,0,0.24980307349512854
962,1,0.8610551540878215
963,0,0.14565271839197413
964,1,0.513698583947302
965,0,0.15439815492944306
966,1,0.8543726327786093
967,0,0.15798985521963527
968,0,0.14377362672987243
969,1,0.8031473693981993
970,0,0.14169930882574894
971,1,0.8610551540878215
972,1,0.6466314922904787
973,0,0.5
974,0,0.1539245097331378
975,0,0.14357018316755032
976,0,0.1308702711009091
977,0,0.14795222102920594
978,1,0.8586400720848549
979,1,0.5560697758332963
980,1,0.8569145480325014
981,1,0.872799240714522
982,0,0.4547248178115169
983,0,0.14341151643450215
984,1,0.9215114073322821
985,0,0.14377362672987243
986,0,0.1612201261347956
987,0,0.142199496239703
988,1,0.7039627860607276
989,0,0.14446955526195943
990,1,0.5443911175278661
991,0,0.1490756034792979
992,1,0.8987621486647122
993,0,0.13775771398012446
994,0,0.15096910450081805
995,0,0.14231395462232574
996,1,0.8149662733420023
997,0,0.16753595613031097
998,0,0.15253464366896236
999,0,0.15096910450081805
1000,0,0.14465929403619754
1001,0,0.15865717039729355
1002,0,0.13137873768401118
1003,1,0.8569519631101343
1004,1,0.8554260702485705
1005,1,0.8589664599458741
1006,1,0.8068188339726331
1007,0,0.20382848308399318
1008,0,0.1522860299407912
1009,1,0.8365107455408214
1010,0,0.15968557410019205
1011,1,0.8570419857357018
1012,1,0.8543140494360112
1013,0,0.15170597435665095
1014,1,0.9003738102242526
1015,0,0.1427291851987857
1016,0,0.15096910450081805
1017,1,0.7384382424682154
1018,0,0.14400636214219226
1019,1,0.7762411846280753
1020,0,0.15332991389531533
1021,0,0.14272208486206678
1022,0,0.14790471445995731
1023,0,0.15517823162264935
1024,0,0.2898048549306247
1025,0,0.1432545129520799
1026,0,0.1548088509968749
1027,0,0.14247064447716684
1028,0,0.15477634979894753
1029,0,0.14068582943023702
1030,1,0.5318812951829284
1031,0,0.20182291106065706
1032,0,0.20775535035650633
1033,1,0.8809092385868392
1034,0,0.2517532866385932
1035,0,0.15163355827452463
1036,0,0.1538400490348052
1037,0,0.11413887229394865
1038,0,0.1542092818314922
1039,0,0.14433038428663106
1040,0,0.1541606481980398
1041,0,0.12979167535027478
1042,1,0.8868669831491203
1043,0,0.1534675977727752
1044,0,0.1521294639388327
1045,0,0.5
1046,0,0.09605117947870616
1047,0,0.1420832021203831
1048,1,0.8523848312666602
1049,1,0.531161412667347
1050,0,0.1538400490348052
1051,1,0.6171907994769997
1052,1,0.8568931380262675
1053,1,0.609240473330454
1054,1,0.8601829418808319
1055,0,0.1424083933117235
1056,0,0.15286240426542816
1057,0,0.43894640249609895
1058,0,0.1676179180043582
1059,0,0.09266241210971518
1060,1,0.8538819552872842
1061,1,0.5391736382219714
1062,0,0.14311764882123704
1063,0,0.15408894784061564
1064,0,0.11926155082198676
1065,0,0.15291883623545377
1066,0,0.15128024400369527
1067,1,0.9213076396775642
1068,1,0.8833106143372627
1069,0,0.2627023800889522
1070,1,0.6637330221221502
1071,1,0.6516177870998222
1072,0,0.14169930882574894
1073,0,0.2381057269818995
1074,1,0.8929445763079442
1075,0,0.15096910450081805
1076,1,0.8794238150344407
1077,0,0.1543283869621264
1078,1,0.9216246480716319
1079,0,0.11284839218579454
1080,0,0.1542538880223283
1081,0,0.15222387478062058
1082,0,0.13578309297590407
1083,0,0.15415015510393884
1084,0,0.3565338384490713
1085,0,0.1277051175811503
1086,1,0.8136214576654338
1087,0,0.14881011177356476
1088,1,0.6031363446153606
1089,1,0.5551562319041388
1090,0,0.14203185457086104
1091,1,0.516841789560921
1092,1,0.8659462030136834
1093,1,0.8493914952597026
1094,0,0.40464138741724576
1095,1,0.9418149749656199
1096,0,0.13948116833081695
1097,0,0.15486560369668612
1098,1,0.8333125876292083
1099,0,0.14050928083448
1100,1,0.8529339069176195
1101,0,0.14232816543190646
1102,0,0.17217738647977998
1103,0,0.14247233901341094
1104,0,0.24809390024040656
1105,1,0.7728940487600156
1106,0,0.2875585602426535
1107,0,0.15354495314838648
1108,1,0.8570799004979288
1109,0,0.28769472045058697
1110,1,0.8953360587021229
1111,0,0.14377362672987243
1112,1,0.8612649031048816
1113,0,0.14584952387958036
1114,1,0.850252603754753
1115,0,0.14552561893383548
1116,1,0.7875707431967471
1117,1,0.6512809428198049
1118,0,0.14298094859110388
1119,1,0.8569145480325014
1120,0,0.1651921537831275
1121,0,0.1483050009094794
1122,0,0.264584436658935
1123,1,0.8871963932963357
1124,0,0.12012385403405888
1125,0,0.15104439408783984
1126,0,0.23381703850064578
1127,0,0.14766834532277756
1128,0,0.2867426646186681
1129,0,0.17268807990206902
1130,1,0.8968384949222579
1131,1,0.9095220485238364
1132,1,0.7731836472643017
1133,1,0.7998905400866537
1134,0,0.26183988805251446
1135,0,0.14355926143144945
1136,0,0.07992219827215034
1137,0,0.15875136249390165
1138,1,0.8676707372699665
1139,0,0.10761937008836898
1140,1,0.8570419857357018
1141,1,0.6898879091329464
1142,1,0.9333159395081905
1143,0,0.147758635487039
1144,0,0.2129168653113571
1145,0,0.1443990416715588
1146,0,0.15050608793405557
1147,0,0.14311764882123704
1148,0,0.15096910450081805
1149,0,0.14377362672987243
1150,1,0.8520312576754352
1151,0,0.14549923465832848
1152,0,0.12309124138110518
1153,0,0.14559979433235365
1154,1,0.8707333999571056
1155,1,0.8334175173252114
1156,0,0.12787662260372867
1157,0,0.14357018316755032
1158,0,0.15423493829082402
1159,0,0.14311764882123704
1160,1,0.5165940734597892
1161,0,0.15882510909426809
1162,0,0.17926308997004373
1163,0,0.15096910450081805
1164,1,0.8748430681768975
1165,1,0.8569762558625158
1166,0,0.1529154249285059
1167,1,0.8530183633039639
1168,0,0.13884032423296824
1169,0,0.1430364735074443
1170,0,0.13236888360541857
1171,0,0.14410447445322466
1172,1,0.5341370243632159
1173,1,0.7656713605145231
1174,1,0.8569145480325014
1175,1,0.8965451284172993
1176,1,0.8272079754181504
1177,0,0.15121800720428158
1178,0,0.1427291851987857
1179,0,0.1773774110975931
1180,0,0.15291883623545377
1181,0,0.14377362672987243
1182,0,0.15433401320814005
1183,1,0.8514842628103706
1184,0,0.15291883623545377
1185,0,0.16322878765720134
1186,0,0.15430526354842267
1187,0,0.14247034192743266
1188,1,0.9389896835642058
1189,0,0.15420439497557406
1190,0,0.15200490156237242
1191,0,0.1443757202100612
1192,0,0.1475335366645761
1193,0,0.13027270770556482
1194,0,0.11584739871393619
1195,0,0.1435190881674909
1196,1,0.8569145480325014
1197,1,0.798022177606192
1198,0,0.3283992674290706
1199,1,0.7733243308167702
1200,0,0.1713344837502498
1201,0,0.43688562258601266
1202,0,0.15474171854929103
1203,0,0.16502513008322062
1204,0,0.14315019403368615
1205,1,0.8216997665967726
1206,1,0.8726418946142246
1207,1,0.8580488964581513
1208,0,0.4062664731676337
1209,0,0.15422369275839426
1210,0,0.14284635385567934
1211,0,0.14381563986113885
1212,0,0.14231395462232574
1213,0,0.15731189319554514
1214,0,0.14068582943023702
